Unnamed: 0,번호,제목,저자,출판사,출판일
,40,DATA ANALYTICS AND THE SMART FACTORY Big data is becoming a strategic manufacturing tool,"Weber, Austin",HITCHCOCK PUBLISHING COMPANY,2019
,41,Big Data Analysis - An Approach to Improve Power System Data Analysis and Load Research,"Shankarlinga,  Sandhya S.; Veeramanju,  K. T.; Nagaraja,  R.",Springer,2017
,42,Big Data's Big Handprint,"Harper,  Stephen; Sarni,  William",THE ENVIRONMENTAL LAW INSTITUTE,2017
,43,"Big data, aging, and dementia: Pathways for international harmonization on data sharing","Khachaturian, A. S.; Meranus, D. H.; Kukull, W. A.; Khachaturian, Z. S.",ELSEVIER SCIENCE B.V. AMSTERDAM,2013
,44,Big data analytics in marketing From hype to real help: Finding valuable consumer insight in a stream of data,"Svilar, M.; Chakraborty, A.; Kanioura, A.",INSTITUTE FOR OPERATIONS RESEARCH AND THE MANAGEMENT,2013
,45,"Big Data Are, After All, Just Data","Schultz, J. R.",WILEY,2014
,46,Big Data Analytics in a Connected World,"Stockinger,  Kurt; van Lingen,  Frank; Valente,  Marco",The Data Warehouse Institute,2015
,47,Big data in healthcare: a discussion on the big challenges,"Stylianou, A.; Talias, M. A.",Springer Science + Business Media,2017
,48,Data Mining for Big Data Macroeconomic Forecasting: A Complementary Approach to Factor Models,"Brandl, B.; Keber, C.; Schuster, M. G.","Berlin; London:; Springer,",2005
,49,Big data use cases: from the call centre to the IoT European Communications sought out some examples of the data sets that operators are using in their day-to-day operations,unknown,SJP Business Media,2015
,50,Big Data and Data Analytics Research: From Metaphors to Value Space for Collective Wisdom in Human Decision Making and Smart Machines,"Lytras,  Miltiadis D.; Raghavan,  Vijay; Damiani,  Ernesto",IDEA GROUP PUBLISHING,2017
,51,Big Data in Fashion Industry: Color Cycle Mining from Runway Data,"Wong,  Mei Yen; Zhou,  Yilu; Xu,  Heng","Curran Associates,.",2016
,52,Big data in multiple sclerosis: development of a web-based longitudinal study viewer in an imaging informatics-based eFolder system for complex data analysis and management [9418-40],unknown,The Society,2015
,53,Big Data Stream Anomaly Detection with Spectral Method for UWB Radar Data,"Yun,  Ying; Wang,  Wei",Springer,2014
,54,Data Intelligence for Local Government? Assessing the Benefits and Barriers to Use of Big Data in the Public Sector,"Malomo, F.; Sena, V.",John Wiley & Sons Ltd,2017
,55,Big Money and Big Data,"Henderson,  Lisa",ASTER PUBLISHING CORPORATION,2017
,56,"Data quality management, data usage experience and acquisition intention of big data analytics","Kwon, O.; Lee, N.; Shin, B.","Elsevier Science B.V., Amsterdam.",2014
,57,"Big City, Big Data","Kitner,  Kathi R.; de Wet,  Thea","ASSOCIATION FOR COMPUTING MACHINERY, INC.",2015
,58,"Data-intensive applications, challenges, techniques and technologies: A survey on Big Data","Philip Chen, C. L.; Zhang, C. Y.","Elsevier Science B.V., Amsterdam.",2014
,59,Big data -+-politics-=-open data: The case of health care data in England,"Keen, J.; Calinescu, R.; Paige, R.; Rooksby, J.",Wiley,2013
,60,Big Data: Big Pain or Big Gain for Lawyers?,"Nelson, S.D.; Simek, J.W.",AMERICAN BAR ASSOCIATION,2013
,61,Data mining of unstructured big data in cloud computing,"Reshmy, A.K.; Paulraj, D.",Inderscience,2018
,62,"Big Data Blues The fact that corporations have access to reams of data about their customers stokes consumers' fears. Companies are responding with internal controls, open privacy policies, ethical codes and greater candor over how they're collecting and parsing personal data",unknown,CW COMMUNICATIONS INC.,2013
,63,data management An open approach to big data,"Dynes,  Ciaran",MORGAN GRAMPIAN,2017
,64,Big Data Big Data digs into the mining industry,unknown,REED BUSINESS INFORMATION PTY LTD,2016
,65,Big Data. Big Problem?,"Harrop, Clare; Dallman, Aaron R.; Boyd, Brian A.",John Wiley,2021
,66,Big data: big opportunities or big challenges?,"Elder, Dave P.",RUSSELL PUBLISHING LTD,2018
,67,BIG IS BEST Big isn't always best in the world of data - Jay Inamdar explains more,unknown,INSTITUE OF CREDIT MANAGEMENT,2017
,68,"Data warehousing and OLAP over Big Data: a survey of the state-of-the-art, open problems and future challenges","Cuzzocrea, Alfredo",Inderscience,2015
,69,Big Data Big Data meets Minority Report,unknown,REED BUSINESS INFORMATION PTY LTD,2015
,70,UNRAVEL: big data analytics research data platform to improve care of patients with cardiomyopathies using routine electronic health records and standardised biobanking,"Sammani, A.; Jansen, M.; Linschoten, M.; Bagheri, A.; de Jonge, N.; Kirkels, H.; van Laake, L. W.; Vink, A.; van Tintelen, J. P.; Dooijes, D.",Springer,2019
,71,Novel Data Sharing Agreement to Accelerate Big Data Translational Research Projects in the One Health Sphere,"Staley, Joshua; Mazloom, Reza; Lowe, Paul; Newsum, CT; Jaberi-Douraki, Majid; Riviere, Jim; Wyckoff, Gerald J.",Elsevier Science B.V. Amsterdam,2019
,72,Dynamic Big-Data Broadcast in Fat-Tree Data Center Networks With Mobile IoT Devices,unknown,THE INSTITUTE OF ELECTRICAL AND ELECTRONICS AND ELECTRONICS ENGINEERS,2019
,73,The 'big data' myth and the pitfalls of 'thick data' opportunism: on the need for a different ontology of markets and consumption,"Thompson, Craig J.",Taylor & Francis,2019
,74,P4345Supporting big data research in cardiovascular medicine using routinely-collected data,"Kaura, A; Davies, J; Panoulas, V; Glampson, B; Mulla, A; Woods, K; Omigie, J; Shah, A D; Melikian, N; Francis, D P; Kharbanda, R; Perera, D; Shah, A M; Patel, R S; Mayet, J",Oxford University Press,2019
,75,From Big Data to Artificial Intelligence: Harnessing Data Routinely Collected in the Process of Care,"Rush, B.; Stone, D.J.; Celi, L.A.",unknown,2018
,76,From data to big data in production research: the past and future trends,"Kuo, Yong-Hong; Kusiak, Andrew",Taylor & Francis,2019
,77,Active Data Replica Recovery for Quality-Assurance Big Data Analysis in IC-IoT,"Wang, Songyun",IEEE,2019
,78,Is Big Data Growing up to be ``Big Brother?,unknown,IGI PUBLISHING,2013
,79,Fix This/Big Data Four experts discuss the promise-and possible pitfalls-of data mining,unknown,MCGRAW-HILL,2014
,80,Five Guiding Principles for Realizing the Promise of Big Data,"Mantha, B.",The Data Warehouse Institute,2014
,81,Is Big Data a big deal?,"Robb, D.",BUSINESS JOURNALS INC,2013
,82,Health sector gets `big data' boost,unknown,K.H. BIOTECH SERVICES,2018
,83,The Big Picture: Crowdsourcing Your Way to Big Data,"Lazar, Nicole",Taylor and Francis,2019
,84,Three Best Practices for IT and Business Users in Big Data Projects,"Halper, F.",The Data Warehouse Institute,2013
,85,From big smartphone data to worldwide research: The Mobile Data Challenge,"Laurila, J. K.; Gatica-Perez, D.; Aad, I.; Blom, J.; Bornet, O.; Do, T. M.; Dousse, O.; Eberle, J.; Miettinen, M.","ELSEVIER SCIENCE B.V., AMSTERDAM",2013
,86,Mainframes: The (Other) Elephant in the Big Data Room,"Lopez, J.A.",The Data Warehouse Institute,2013
,87,From 'big data' to 'smart data': algorithm for cross-evaluation as a novel method for large-scale survey analysis,"Kantoci, Darko; Džanić, Emir; Bogers, Marcel",Inderscience,2018
,88,HOW BIG DATA ANALYTICS CAN SAVE LIVES by NTT DATA UK,unknown,ASSOCIATION OF BUILDING ENGINEERS,2014
,89,"The Big Picture Data, Data, Everywhere","Lazar, N.",Taylor and Francis,2013
,90,Can big data solve a big problem? Reporting the obesity data landscape in line with the Foresight obesity system map,"Morris, Michelle; Wilkins, Emma; Timmins, Kate; Bryant, Maria; Birkin, Mark; Griffiths, Claire",Nature Publishing Group,2018
,91,"The Big Picture: On Mice, Badges for Your CV, and the Big Data Backlash","Lazar, N.",Taylor and Francis,2014
,92,Leveraging big data to develop supply chain management theory: the case of panel data,"Miller, Jason W.; Ganster, Daniel C.; Griffis, Stanley E.",Wiley-Blackwell,2018
,93,A big data based data storage systems for rock burst experiment,"Zhang, Y.; Bai, Y.-P.; Zhu, D.-F.; Lv, Z.-Y.",INDERSCIENCE PUBLISHERS,2013
,94,The Big Picture for Big Data: Visualization,"Shneiderman, B.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2014
,95,A data model-independent approach to big research data integration,"Bartalesi, Valentina; Meghini, Carlo; Thanos, Costantino",INDERSCIENCE,2019
,96,Urban data management system: Towards Big Data analytics for Internet of Things based smart urban environment using customized Hadoop,"Babar, Muhammad; Arif, Fahim; Jan, Mian Ahmad; Tan, Zhiyuan; Khan, Fazlullah","Elsevier Science B.V., Amsterdam.",2019
,97,A Big Data approach for multi-experiment data management,"Pardi, Silvio; Russo, Guido",INDERSCIENCE PUBLISHERS,2019
,98,From Big Data to Big Knowledge,"Murphy, K.","New York, New York; Association for Computing Machinery",2013
,99,Practical data collection and extraction for big data applications in radiotherapy,"McNutt, Todd R.; Bowers, Michael; Cheng, Zhi; Han, Peijin; Hui, Xuan; Moore, Joseph; Robertson, Scott; Mayo, Charles; Voong, Ranh; Quon, Harry",John Wiley & Sons Ltd,2018
,100,From big data to big impact: realizing the potential of clinical registries,"Gill, Stephen; Page, Richard",John Wiley & Sons Ltd,2019
,1,Bib Data Shocks:An Introduction to Big Data for Librarians and Information Professionals,"Schumacher, Mark",Taylor & Francis,2019
,2,NZIM: Big data: Management's new big gun,"Birchfield, R.",Mediaweb Ltd,2013
,3,With ``Big Data'' Comes Big Responsibility: Outreach to North Carolina Medicaid Patients With 10 or More Computed Tomography Scans in 12 Months,"Biola, H.; Best, R.M.; Lahlou, R.M.; Burke, L.M.B.; Dewar, C.; Jackson, C.T.; Broder, J.; Grey, L.; Semelka, R.C.; Dobson, A.",NORTH CAROLINA MEDICAL SOCIETY,2014
,4,Scholarly Big Data: Information Extraction and Data Mining,"Giles, C.L.","New York, New York; Association for Computing Machinery",2013
,5,"Tell Data from Meta: Tracing the Origins of Big Data, Bibliometrics, and the OPAC",Markus Krajewski,THE UNIVERSITY OF CHICAGO PRESS,2017
,6,A Big Data Sharing Methodology with Data Description and Data Browsing,Hwa Jong Kim; Soonja Yeom; Kyung Jin Cha,International Information Institute,2018
,7,"Editorial: Big Data and New Drug Discovery: Tackling ""Big Data"" for Virtual Screening of Large Compound Databases","C. Basak, Subhash; Vracko, Marjan; K. Bhattacharjee, Apurba",Bentham Science Publishers Ltd,2015
,8,Scalable data summarization on big data,"Li, F.; Nath, S.",Springer Science + Business Media,2014
,9,Using data and big data in retailing,"Fisher, Marshall; Raman, Ananth",John Wiley & Sons Ltd,2018
,10,Rethinking 'big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,11,From Big Data to Knowledge: An Ontological Approach to Big Data Analytics,"Kuiler, E. W.",Blackwell Publishing Ltd,2014
,12,From data points to people: feminist situated ethics in online big data research,"Corple, Danielle J.; Linabary, Jasmine R.",Taylor & Francis,2020
,13,A Big Data Recommendation Engine Framework Based on Local Pattern Analytics Strategy for Mining Multi-Sourced Big Data,"Venkatesan, T.; Saravanan, K.; Ramkumar, T.",INFORMATION AND KNOWLEDGE MANAGEMENT SOCIETY,2019
,14,From Data to Decisions: A Value Chain for Big Data,"Miller, H. Gilbert; Mork, Peter",IEEE,2013
,15,Turn Big Data into smart data,"Brennan, D.",NTC PUBLICATIONS,2013
,16,Process data analytics in the era of big data,"Qin, S. J.","John Wiley & Sons, Ltd",2014
,17,"New data strategies: nonprobability sampling, mobile, big data","Link, Michael",Emerald Group Publishing Limited,2018
,18,Efficient Data Placement and Replication for QoS-Aware Approximate Query Evaluation of Big Data Analytics,unknown,"THE IEEE, INC.",2019
,19,Bioinformatics: Big data versus the big C,"Savage, N.",Nature Publishing Group,2014
,20,"For Big Data, Big Questions Remain","Fallik, D.",PROJECT HOPE,2014
,21,Rethinking `big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, A.; Wilken, R.",Taylor & Francis,2014
,22,Thinking Big About Big Data,Amy Wax; Raquel Asencio; Dorothy R. Carter,Blackwell Pub.,2015
,23,A Data Sharing Protocol to Minimize Security and Privacy Risks of Cloud Storage in Big Data Era,unknown,IEEE,2019
,24,"Robotics, Big Data, Ethics and Data Protection: A Matter of Approach","Fabiano, Nicola",Springer,2019
,25,Addressing the Privacy Issues of Big Data,"Watson, H.J.",The Data Warehouse Institute,2014
,26,"From Big Data to Big Data Mining: Challenges, Issues, and Opportunities","Che, D.; Safran, M.; Peng, Z.",SPRINGER-VERLAG,2013
,27,The Big Duplicity of Big Data,Thomas J. Whelan; Amy M. DuVernet,Blackwell Pub.,2015
,28,Thinking Big Large publishers are beginning to realize value in the ``big data'' phenomenon,unknown,PRIMEDIA,2014
,29,"The Big Picture: On Mice, Badges for your CV, and the Big Data Backlash …","Lazar, Nicole",Taylor and Francis,2014
,30,"Navigating Big Data with High-Throughput, Energy-Efficient Data Partitioning","Wu, L.; Barker, R.J.; Kim, M.A.; Ross, K.A.",IEEE Computer Society; 1999,2013
,31,The Data Behind Big Data,"Morrison, C.",A.ST.D,2014
,32,Maximum Data-Resolution Efficiency for Fog-Computing Supported Spatial Big Data Processing in Disaster Scenarios,unknown,"THE IEEE, INC.",2019
,33,From Big to Smart Data: Iterative ensemble filter for noise filtering in Big Data classification,"García‐Gil, Diego; Luque‐Sánchez, Francisco; Luengo, Julián; García, Salvador; Herrera, Francisco","John Wiley & Sons, Ltd",2019
,34,Using data-driven safety decision-making to realize smart safety management in the era of big data: A theoretical perspective on basic questions and their answers,"Wang, Bing; Wu, Chao; Huang, Lang; Kang, Liangguo","Elsevier Science B.V., Amsterdam.",2019
,35,BI Case Study: Analytic Platform Provides Fast Performance on Big Data,"Briggs, L.L.",The Data Warehouse Institute,2013
,36,Why ``Big Data'' Is a Big Deal New methods for understanding the torrent of data promise to save lives and propel scholarship,"Shaw, J.",HARVARD MAGAZINE INC.,2014
,37,Performance/outcomes data and physician process challenges for practical big data efforts in radiation oncology,"Matuszak, Martha M.; Fuller, Clifton D.; Yock, Torunn I.; Hess, Clayton B.; McNutt, Todd; Jolly, Shruti; Gabriel, Peter; Mayo, Charles S.; Thor, Maria; Caissie, Amanda",John Wiley & Sons Ltd,2018
,38,Treatment data and technical process challenges for practical big data efforts in radiation oncology,"Mayo, CS; Phillips, M; McNutt, TR; Palta, J; Dekker, A; Miller, RC; Xiao, Y; Moran, JM; Matuszak, MM; Gabriel, P",John Wiley & Sons Ltd,2018
,39,"Making Data Valuable: Political, Economic, and Conceptual Bases of Big Data",Anna Lauren Hoffmann,Springer Netherlands,2018
,40,The Big Picture: Big Data Computing,"Lazar, N.",Taylor and Francis,2013
,41,A Big Choice for Big Tech Share Data or Suffer the Consequences,"Mayer-Schönberger, Viktor; Ramge, Thomas",Council on Foreign Relations,2018
,42,Lean Data Services: Detection of Operating States in Energy Profiles of Intralogistics Systems by Using Big Data Analytics,"Oette,  C.; Küfner,  T.; Reger,  A.; Boehner,  J.",Trans Tech Publications Ltd.,2016
,43,From Data Quality to Big Data Quality,"Batini,  Carlo; Rula,  Anisa; Scannapieco,  Monica; Viscusi,  Gianluigi","Hershey, PA; Idea Group Publishing; 1999",2015
,44,"Navigating Big Data with High-Throughput, Energy-Efficient Data Partitioning","Wu, L.; Barker, R.J.; Kim, M.A.; Ross, K.A.",New York; Association for Computing Machinery,2013
,45,Diabetic data analysis in healthcare using Hadoop architecture over big data,"Sampath, P.; Tamilselvi, S.; Kumar, N.M. Saravana; Lavanya, S.; Eswari, T.",INDERSCIENCE,2017
,46,"`Small Data' Enabled Prediction Of Obama's Win, Say Economists ``Big data'' from crowdsourcing resulted in more complex predictions","Hyman, P.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2013
,47,Can Big Data Lead Us to Big Savings?,"Green, D.E.; Rapp, E.J.",RADIOLOGICAL SOCIETY OF NORTH AMERICA,2013
,48,Valuing data in aircraft maintenance through big data analytics: A probabilistic approach for capacity planning using Bayesian networks,"Dinis, Duarte; Barbosa-Póvoa, Ana; Teixeira, Ângelo Palos","Elsevier Science B.V., Amsterdam.",2019
,49,Assessing Whether “Big Data” Solutions Provide Value For Diagnostics Manufacturers,"Hertz, D.; Gavaghan, M.; Garfield, S.","Elsevier Science B.V., Amsterdam",2014
,50,Taming big data: Applying the experimental method to naturalistic data sets,Eyal Sagi,PSYCHONOMIC SOCIETY PUBLICATIONS,2019
,51,Semantic-aware data quality assessment for image big data,"Liu, Yu; Wang, Yangtao; Zhou, Ke; Yang, Yujuan; Liu, Yifei","Elsevier Science B.V., Amsterdam.",2020
,52,Linking big models to big data: efficient ecosystem model calibration through Bayesian model emulation,Istem Fer; Ryan Kelly; Paul R. Moorcroft; Andrew D. Richardson; Elizabeth M. Cowdery; Michael C. Dietze,Copernicus GmbH on behalf of the European Geosciences Union,2018
,53,The Big Picture: Big Data and Privacy,"Lazar, Nicole",Taylor and Francis,2019
,54,"Small Data, Big Justice: The Intersection of Data Science, Social Good, and Social Services","Goldkind, Lauri; Thinyane, Mamello; Choi, Moon",Taylor & Francis,2018
,55,Chemical Data Visualization and Analysis with Incremental Generative Topographic Mapping: Big Data Challenge,"Héléna A. Gaspar, Igor I. Baskin, Gilles Marcou, Dragos Horvath; Alexandre Varnek",AMERICAN CHEMICAL SOCIETY,2015
,56,Bigger data for big data: From Twitter to brain-computer interfaces,"Roesch, E.B.; Stahl, F.; Gaber, M.M.",CAMBRIDGE UNIVERSITY PRESS,2014
,57,A Data Quality in Use model for Big Data,"Merino, J.; Caballero, I.; Rivas, B.; Serrano, M.; Piattini, M.","Elsevier Science B.V., Amsterdam.",2016
,58,"Distribution, Data, Deployment: Software Architecture Convergence in Big Data Systems","Gorton, I.; Klein, J.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,59,Rethinking ‘big data’ as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,60,Large-Scale Data Mining and Distributed Processing in Big Data Internet,"Xing, C.Z.",TRANS TECH PUBLICATION LTD,2014
,61,Open Data in Catalysis: From Today's Big Picture to the Future of Small Data,"Mendes, Pedro S. F.; Siradze, Sébastien; Pirro, Laura; Thybaut, Joris W.",John Wiley & Sons Ltd,2021
,62,Using big data for big impact: Leveraging analytics provides the foundation for rethinking how to impact patient behavior,unknown,NELSON PUBLISHING,2011
,63,"Open Data, Big Data and Crowdsourcing: Emergent Mobile Apps Business Models","Guesmi, S.",ITS Communications and Strategies,2014
,64,"Why Big Data Is a Big Deal A new class of data mining technologies promises to forever change the way we sift through our vast stores of data, making the process faster and cheaper",unknown,CW COMMUNICATIONS INC.,2011
,65,Dynamic Data Migration in Hybrid Main Memories for In-Memory Big Data Storage,"Mai, H.T.; Park, K.H.; Lee, H.S.; Kim, C.S.; Lee, M.; Hur, S.J.",ELECTRONICS AND TELECOMMUNICATIONS RESEARCH,2014
,66,Small Data: Effective Data Based on Big Communication Research in Social Networks,"Wu, J.",Springer Science + Business Media,2018
,67,Optimized Big Data Management across Multi-Cloud Data Centers: Software-Defined-Network-Based Analysis,"Chaudhary, R.; Aujla, G. S.; Kumar, N.; Rodrigues, J. J.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2018
,68,Understanding data flow graph for improving big data stream computing environments,"Sun, D.; Fu, G.; Liu, X.; Ren, D.",INDERSCIENCE PUBLISHERS,2014
,69,Memory-enriched big bang–big crunch optimization algorithm for data clustering,"Bijari, K.; Zare, H.; Veisi, H.; Bobarshad, H.",Springer Science + Business Media,2018
,70,Volume-Based Data Representation of Big Data Analysis,"Xu, Q.; Zhao, Z.X.; Wang, W.",Durnten-Zurich; Trans Tech Publications Ltd.,2013
,71,Leveraging BIG Data from BIG Databases to Answer BIG Questions,"Whittier, Joanna; Sievert, Nick; Loftus, Andrew; Defilippi, Julie M.; Krogman, Rebecca M.; Ojala, Jeffrey; Litts, Thom; Kopaska, Jeff; Eiden, Nicole",Taylor & Francis,2016
,72,"Editorial: Big Data, Data Science, and Analytics: The Opportunity and Challenge for IS Research","Agarwal, R.; Dhar, V.",INFORMS,2014
,73,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018
,74,Demystifying big data: Anatomy of big data developmental process. Telecommunications Policy 40: 837-854,"Shin, D.-H.","Elsevier Science B.V., Amsterdam.",2020
,75,"The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences",unknown,GUILDHALL PRINT,2015
,76,Distributed data networks: a blueprint for Big Data sharing and healthcare analytics,"Popovic, J. R.",John Wiley & Sons Ltd,2017
,77,Understanding data flow graph for improving big data stream computing environments,"Sun, D.; Fu, G.; Liu, X.; Ren, D.",INDERSCIENCE PUBLISHERS,2014
,78,How Big Data Confers Market Power to Big Tech: Leveraging the Perspective of Data Science,"Santesteban, Cristian; Longpre, Shayne",Federal Legal Publications; 1999,2020
,79,Securing Big Data Provenance for Auditors: The Big Data Provenance Black Box as Reliable Evidence,"Appelbaum,  Deniz",Strategic and Emerging Technologies Section of the American Accounting Association,2016
,80,RETHINK Big: European Roadmap for Hardware and Networking Optimizations for Big Data,"Alioto,  Gina; Carpenter,  Paul; Cristal,  Adrián; Unsal,  Osman; Leich,  Marcus; Avare,  Christophe",IEEE Computer Society,2017
,81,Becoming data-savvy in a big-data world,"Xu, Meng; Rhee, Seung Yon","Elsevier Science B.V., Amsterdam.",2014
,82,"Turning Big Data Into Tiny Data: Constant-Size Coresets for k-Means, PCA, and Projective Clustering","Feldman, Dan; Schmidt, Melanie; Sohler, Christian",SIAM SOCIETY FOR INDUSTRIAL AND APPLIED,2020
,83,"Small Data, Mid Data, and Big Data Versus Algebra, Analysis, and Topology [Perspectives]","Xia, X.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2017
,84,Efficient data management tools for the heterogeneous big data warehouse,"Alekseev, A. A.; Osipova, V. V.; Ivanov, M. A.; Klimentov, A.; Grigorieva, N. V.; Nalamwar, H. S.",Springer Science + Business Media,2016
,85,Visualizing Big Energy Data: Solutions for This Crucial Component of Data Analysis,"Hyndman, R.; Liu, X.; Pinson, P.",IEEE,2018
,86,Demystifying big data: Anatomy of big data developmental process,"Shin, Dong-Hee","Elsevier Science B.V., Amsterdam.",2016
,87,Manufacturing Data: Big changes on the factory floor,"Dejesus, E. X.",MCGRAW-HILL DATA SERVICES,1995
,88,From Big Data to Big Impact: analytics for teaching and learning in higher education,"Chaurasia, Sushil S.; Frieda Rosin, Anna",Emerald Group Publishing Limited,2017
,89,"Your Big Data To-Do List: Ready or not, big data is coming. Read about the five things you should do today to prepare for the data deluge of tomorrow",unknown,CW COMMUNICATIONS INC.,2012
,90,ApCo launches big mapping project using USGS data files,unknown,MCGRAW-HILL DATA SERVICES,1994
,91,Rethinking big data: A review on the data quality and usage issues,"Liu, J.; Li, J.; Li, W.; Wu, J.","Elsevier Science B.V., Amsterdam.",2016
,92,Modern Hybrid Big Data Warehouse Architectures,"Kromer, M.",The Data Warehouse Institute,2014
,93,Spatiotemporal data model for network time geographic analysis in the era of big data,"Chen, Bi Yu; Yuan, Hui; Li, Qingquan; Shaw, Shih-Lung; Lam, William H.K.; Chen, Xiaoling",Taylor & Francis,2016
,94,Thick data: adding context to big data to enhance auditability,"Alles, M.; Vasarhelyi, M.A.",Inderscience,2014
,95,Personal Data Rights in the Era of Big Data,"Xiao, Cheng",Taylor & Francis,2019
,96,"The big C, big data and statistics","Tarran, B.","John Wiley & Sons, Ltd",2016
,97,Using Big Data Technologies for Satellite Data Analytics (AIAA 2017-5161),"Mateik,  Dennis; Mital,  Rohit; Buonaiuto,  Nicholas L.; Louie,  Mark; Kief,  Craig; Aarestad,  Jim",AIAA,2017
,98,"Imagining big data: Illustrations of “big data” in US news articles, 2010-2016",Christian Pentzold; Cornelia Brantner; Lena Fölsche,SAGE PUBLICATIONS LTD,2019
,99,"The Data Revolution. Big Data, Open Data, Data Infrastructures and Their Consequences","Martini, Barbara",Taylor & Francis,2016
,100,Volume-Based Data Representation of Big Data Analysis,"Xu, Q.; Zhao, Z.X.; Wang, W.",TRANS TECH PUBLICATION LTD,2013
,1,"Policing, crime and ‘big data’; towards a critique of the moral economy of stochastic governance","Sanders, C. B.; Sheptycki, J.",Springer Science + Business Media,2017
,2,Educational big data: extracting meaning from data for smart education,"Chen, Nian-Shing; Yin, Chengjiu; Isaias, Pedro; Psotka, Joseph",Taylor and Francis,2020
,3,"Good data comes in small packages. Connecting big data is the best way for marketers to extract maximum value, says Media iQ's Stewart Easterbrook. If marketers cannot small, insightful packages they are likely to face big data paralysis","Easterbrook,  Stewart",CENTAUR MEDIA PLC,2015
,4,How big data enriches maritime research – a critical review of Automatic Identification System (AIS) data applications,"Yang, Dong; Wu, Lingxiao; Wang, Shuaian; Jia, Haiying; Li, Kevin X.",Taylor & Francis,2019
,5,The Modern Data Warehouse-How Big Data Impacts Analytics Architecture,"Lopez, K.; D Antoni, J.",The Data Warehouse Institute,2014
,6,Mobile Big Data: The Fuel for Data-Driven Wireless,"Cheng, X.; Fang, L.; Yang, L.; Cui, S.",IEEE,2017
,7,"Thinking Big Transitioning your students from working with small, student-collected data sets toward ``big data''","Kastens,  Kim; Krumhansl,  Ruth; Baker,  Irene",NATIONAL SCIENCE TEACHERS ASSOCIATION,2015
,8,Coping with ``Big Data'' Growing Pains,"Strenger, L.",The Data Warehouse Institute,2008
,9,Turning Big Data Into Big Results: Advanced Pump Station Operational Analytics,"Pierce,  David",Currans Associates.,2015
,10,How Big Is Big? Amount of Data in Intensive Care Units DataMart Platform,"Li,  M.; Tiong,  Ing; Dyke,  John; plamadeala,  sergiu; Fedosov,  Vitali; Pickering,  Brian W.; Herasevich,  Vitaly",American Medical Informatics Association,2016
,11,Accelerating Business-Centric Data Preparation in a Big Data World,"Bardoliwalla, N.",The Data Warehouse Institute,2014
,12,Preconditioned Data Sparsification for Big Data With Applications to PCA and K-Means,"Pourkamali-Anaraki,  F.; Becker,  S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2017
,13,"LITTLE DATA, BIG DATA AND FOOD INSECURITY: AN INTEGRATED APPROACH","Alotaik,  Osama; Chellappa,  Varun Sudhurshun; Steadman,  Susan; Kumara,  Soundar",Institute of Industrial & Systems Engineers,2017
,14,No big data without small data: learning health care systems begin and end with the individual patient,"Sacristn, J. A.; Dilla, T.",Wiley-Blackwell,2015
,15,A Data-Driven Axes Creation Model for Correlation Measurement on Big Data Analytics,"Nakanishi,  Takafumi",IOS Press,2014
,16,Master Data Management Strategies to Start Small and Grow Big,"Shankar, R.",The Data Warehouse Institute,2008
,17,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016
,18,Exploring Big Data with Helix: Finding Needles in a Big Haystack,"Ellis,  Jason; Fokoue,  Achille; Hassanzadeh,  Oktie; Kementsietsidis,  Anastasios; Srinivas,  Kavitha; Ward,  Michael J.",Association for Computing Machinery; 1999,2014
,19,A big data approach to the development of mixed-effects models for seizure count data,"Tharayil, J. J.; Chiang, S.; Moss, R.; Stern, J. M.; Theodore, W. H.; Goldenholz, D. M.",John Wiley & Sons Ltd,2017
,20,Confronting Big Data: Applying the Confrontation Clause to Government Data Collection,"Squitieri,  Chad",VIRGINIA LAW REVIEW ASSOCIATION,2015
,21,Is Big Data the Next Big Thing in Performance Measurement Systems?,"Mello, R.; Leite, L.; Martins, R.",Norcross; Institute of Industrial Engineers,2014
,22,Evolving Data Warehouse and BI Architectures: The Big Data Challenge,"Clegg,  Dai",The Data Warehouse Institute,2015
,23,Findings from Big Data Summit Conferences,Aster Data,A P PUBLICATIONS,2010
,24,Using Data Variety for Efficient Progressive Big Data Processing in Warehouse-Scale Computers,"Ahmadvand, H.; Goudarzi, M.",IEEE Computer Society,2017
